Code,Name,Pinyin,Current_date,Net_value,Gross_value,Day_rate,One_week,One_month,Three_month,Six_month,One_year,Two_year,Three_year,From_this_y,From_establish,Establish_date,,,Management_rate,Discounted_m_r,,Discounted_m_r,,
161626,融通通福债券(LOF)A,RTTFZQLOFA,2019-02-22,1.0870,1.7310,0.1843,0.3693,0.9285,2.5472,4.6198,6.5687,8.5915,13.3389,1.7791,70.8199,2013-12-10,1,6.2745,0.80%,0.08%,1,0.08%,1,67.9645
161625,融通可转债债券C,RTKZZZQC,2019-02-22,0.8439,0.9539,1.1628,2.13,6.0176,6.9989,7.9571,-1.5516,-2.0998,-9.5498,8.6240,-9.2080,2013-03-26,1,-2.8465,0.00%,0.00%,,0.00%,0,-1.5271
161624,融通可转债债券A,RTKZZZQA,2019-02-22,0.8582,0.9682,1.1670,2.1423,6.0553,7.1143,8.1673,-1.1632,-1.3110,-8.5075,8.6879,-7.7097,2013-03-26,1,-2.4646,0.80%,0.08%,1,0.08%,1,-0.2267
161620,融通核心价值混合,RTHXJZHH,2019-02-21,0.7172,0.7172,-0.0836,-0.4027,0.2937,-3.2119,-14.4153,-13.6943,-13.5904,-9.33,1.0141,-28.28,2013-02-05,1,-14.6492,1.50%,0.15%,1,0.15%,1,-24.9791
161616,融通医疗保健行业混合,RTYLBJHYHH,2019-02-22,0.9840,1.3480,1.3388,2.7140,9.9442,-1.9920,-8.6351,3.0367,-16.7513,-19.2781,11.3123,36.1772,2012-07-26,1,1.9896,1.50%,0.15%,1,0.15%,1,-19.1454
161614,融通四季添利债券(LOF),RTSJTLZQLOF,2019-02-22,1.0740,1.4540,-0.0930,-0.0930,0.0931,2.7360,6.8477,10.3951,11.2455,15.2660,1.3981,53.6743,2012-03-01,1,10.4979,0.80%,0.08%,1,0.08%,1,42.5575
161613,融通创业板指数A,RTCYBZSA,2019-02-22,0.7040,1.9640,2.9240,6.8285,15.4098,7.4809,1.1494,-10.5464,-25.66,-34.7261,15.4098,68.8463,2012-04-06,1,-13.3418,1.20%,0.12%,1,0.12%,1,-14.4041
161612,融通深证成份指数A,RTSZCFZSA,2019-02-22,0.7420,0.7520,2.2039,6.1515,14.5061,9.4395,3.4867,-16.0634,-11.8765,-9.4018,18.9102,-24.8737,2010-11-15,1,-17.7602,1.20%,0.12%,1,0.12%,1,16.2946
161611,融通内需驱动混合,RTNXQDHH,2019-02-22,0.92,1.04,1.6575,3.8374,12.1951,5.8688,-0.2169,-7.5377,0.9879,-14.3390,13.4402,2.5844,2009-04-22,1,-8.8442,1.50%,0.15%,1,0.15%,1,15.7233
161610,融通领先成长混合(LOF),RTLXCZHHLOF,2019-02-22,0.9110,2.7190,2.4747,5.9302,12.1921,7.6832,-1.3002,-9.5333,4.2334,-7.2301,14.5912,5.1025,2007-04-30,1,-11.8173,1.50%,0.15%,1,0.15%,1,16.9448
161609,融通动力先锋混合,RTDLXFHH,2019-02-22,1.59,2.1350,2.3166,4.6053,11.0336,8.2369,4.2623,-4.1013,-5.7498,-0.2509,11.8930,126.0359,2006-11-15,1,-6.2123,1.50%,0.15%,1,0.15%,1,28.9538
161607,融通巨潮100指数A(LOF),RTJC100ZSALOF,2019-02-22,1.1110,2.7040,2.1140,5.4080,11.6583,10.6574,7.9689,-9.0090,8.9617,27.9886,16.9474,289.9431,2005-05-12,1,-10.7289,1.50%,0.15%,1,0.15%,1,71.0225
161606,融通行业景气混合,RTHYJQHH,2019-02-22,1.1170,3.0570,2.7599,5.8768,13.6317,7.9227,-1.7590,-2.1891,6.6858,4.6860,17.2088,280.4630,2004-04-29,1,-4.5534,1.50%,0.15%,1,0.15%,1,25.2242
161605,融通蓝筹成长混合,RTLCCZHH,2019-02-22,1.0550,2.7680,1.3449,2.4272,8.8751,5.50,0.3590,-14.0783,-6.7488,-9.4163,10.3557,293.9366,2003-09-30,1,-15.0556,1.60%,0.16%,1,0.16%,1,31.3780
161604,融通深证100,RTSZ100,2019-02-22,1.0440,2.6420,2.1526,6.3136,16.3880,12.50,4.8193,-17.7305,-3.5347,4.2613,21.9626,267.5741,2003-09-30,1,-19.3065,1.50%,0.15%,1,0.15%,1,39.7598
161603,融通债券A/B,RTZQAB,2019-02-22,1.24,1.9540,0,-0.0806,0.2425,2.4663,6.2760,12.2769,14.7036,14.3244,1.1419,134.6295,2003-09-30,1,12.2769,1.20%,0.12%,1,0.12%,1,40.9086
161601,融通新蓝筹混合,RTXLCHH,2019-02-22,0.8331,3.1381,1.8584,3.8649,8.0125,4.3854,3.5679,-11.7198,1.5728,-13.4262,9.0017,337.0253,2002-09-13,1,-13.3093,1.50%,0.15%,1,0.15%,1,7.9153
161506,银河通利债券(LOF)C,YHTLZQLOFC,2019-02-22,1.20,1.55,0,0.0834,0.4184,3.8961,5.8201,7.4306,9.0909,9.7896,1.2658,72.7662,2012-04-25,1,7.3411,0.00%,0.00%,,0.00%,0,60.4457
161505,银河通利债券(LOF)A,YHTLZQLOFA,2019-02-22,1.1640,1.5540,0,0.0860,0.4314,4.0215,5.9145,7.6781,9.7078,10.7517,1.2174,76.0271,2012-04-25,1,7.5855,0.80%,0.08%,1,0.08%,1,66.6923
161233,国投瑞银瑞泰多策略混合,GTRYRTDCLHH,2019-02-22,0.9699,0.9699,0.8317,2.6458,3.3568,5.6306,2.8090,-0.9599,-3.1069,,5.5731,-3.01,2017-01-23,1,-1.3071,1.50%,0.15%,1,0.15%,1,
161232,国投瑞银瑞盛混合(LOF),GTRYRSHHLOF,2019-02-22,0.6010,0.6010,2.0374,4.7038,10.0733,2.9110,-0.9885,-21.6428,-38.2957,,12.1269,-39.90,2016-05-25,1,-22.4250,1.50%,0.15%,1,0.15%,1,
161231,国投瑞银和盛丰利债C,GTRYHSFLZC,2019-02-22,0.9912,1.0630,0,-0.1310,-0.5519,-0.4920,0.3238,0.4126,2.7125,6.2812,-0.8602,6.3875,2016-02-03,1,0.4329,,0.00%,,,,
161230,国投瑞银和盛丰利债A,GTRYHSFLZA,2019-02-22,0.9977,1.0767,0,-0.1201,-0.5185,-0.25,0.6760,0.9688,3.6048,7.7302,-0.7955,7.8379,2016-02-03,1,0.9789,0.60%,0.06%,1,0.06%,1,
161229,国投瑞银中国价值发现股票,GTRYZGJZFXGP,2019-02-21,1.1690,1.5390,0.2573,-0.5106,5.4103,6.3694,3.1836,3.8808,23.8536,56.8132,10.9108,58.3813,2015-12-21,1,0.9613,1.50%,0.15%,1,0.15%,1,
161227,国投瑞银深证100指数,GTRYSZ100ZS,2019-02-22,0.8690,1.6440,2.1152,6.2348,16.1766,11.9846,5.3333,-16.8420,-3.7652,3.6993,21.3688,-12.5194,2015-08-14,1,-18.3731,1.20%,0.12%,1,0.12%,1,
161226,国投瑞银白银期货(LOF),GTRYBYQHLOF,2019-02-22,0.7940,0.7940,-0.8739,1.0178,2.4516,5.0265,4.6113,-1.7327,-20.5205,-17.8054,1.4049,-20.60,2015-08-06,1,-0.6188,1.00%,0.10%,1,0.10%,1,
161225,国投瑞银瑞盈混合(LOF),GTRYRYHHLOF,2019-02-22,1.03,1.0510,2.0813,5.1021,10.6338,3.1031,3,-14.0233,-6.7873,17.1571,13.1868,5.0899,2015-05-19,1,-14.9416,1.50%,0.15%,1,0.15%,1,
161224,国投瑞银新丝路混合(LOF),GTRYXSLHHLOF,2019-02-22,0.8820,1.0390,1.8476,4.0094,7.0388,1.1469,5.2506,-7.6439,-20.0363,-8.7802,11.6455,2.1388,2015-04-10,1,-8.6911,1.50%,0.15%,1,0.15%,1,
161223,国投瑞银中证创业指数分级,GTRYZZCYZSFJ,2019-02-22,1.0570,0.4490,2.0270,5.2789,11.1461,1.2555,-13.1235,-34.4866,-39.9109,-40.6626,10.8637,-55.0633,2015-03-17,1,-35.6022,0.50%,0.05%,1,0.05%,1,
161222,国投瑞银瑞利混合(LOF),GTRYRLHHLOF,2019-02-22,1.12,1.1520,1.3575,2.9412,7.3825,6.2618,3.9377,-5.8416,9.0494,14.2951,11.4427,15.5523,2015-02-05,1,-6.5982,1.50%,0.15%,1,0.15%,1,
161221,国投瑞银双债债券C,GTRYSZZQC,2019-02-22,1.1240,1.4820,0.0890,0.6267,1.2612,2.5548,4.0494,9.1828,12.0532,13.2054,2.3679,58.0048,2014-03-29,1,8.9885,0.00%,0.00%,,0.00%,0,
161219,国投瑞银新兴产业,GTRYXXCY,2019-02-22,1.24,2.2940,1.4730,3.8526,9.7345,7.8261,6.8045,-2.0537,3.5923,11.81,11.2108,176.9218,2011-12-13,1,-3.4755,1.50%,0.15%,1,0.15%,1,93.4607
161217,国投瑞银中证指数,GTRYZZZS,2019-02-22,0.6140,0.6140,0.4910,3.8917,7.3427,3.0201,-1.4446,-20.5692,-10.7558,12.0438,11.6364,-38.60,2011-07-21,1,-20.6986,1.20%,0.12%,1,0.12%,1,18.7621
161216,国投瑞银双债债券(LOF)A,GTRYSZZQLOFA,2019-02-22,1.1240,1.6560,0.0890,0.6267,1.2613,2.6484,4.2331,9.5582,12.8684,14.4735,2.3679,84.3921,2011-03-29,1,9.3632,0.80%,0.08%,1,0.08%,1,61.6557
161213,国投瑞银消费服务指数,GTRYXFFWZS,2019-02-22,1.3870,1.3870,1.4631,3.8951,11.0488,8.4441,0.4345,-14.7511,0.7262,14.7229,15.3910,38.70,2010-12-16,1,-15.9189,1.20%,0.12%,1,0.12%,1,49.9459
161211,国投沪深300金融地产联接,GTHS300JRDCLJ,2019-02-22,1.5393,1.5393,2.9357,6.3126,11.1247,8.0135,13.1339,-4.2902,13.7778,33.2843,15.9810,53.93,2010-04-09,1,-6.7152,1.20%,0.12%,1,0.12%,1,104.3138
161207,国投瑞银沪深300,GTRYHS300,2019-02-22,1.1080,1.2370,2.1198,5.1233,11.2450,8.7341,6.5401,-9.0762,8.4230,30.4322,15.7785,23.7307,2009-10-14,1,-10.7174,1.20%,0.12%,1,0.12%,1,80.9251
161130,易方达纳斯达克100人民币,YFDNSDK100RMB,2019-02-21,1.1686,1.1686,-0.8821,-0.5870,2.8426,3.1421,-6.4072,10.4328,,,8.2438,16.8483,2017-06-23,1,9.9300,1.20%,0.12%,1,0.12%,1,
161129,易方达原油A类人民币,YFDYYALRMB,2019-02-21,1.0772,1.0772,-0.5080,2.9336,4.7656,0.1488,-12.9184,6.2852,8.7422,,18.7914,7.72,2016-12-19,1,2.8889,1.20%,0.12%,1,0.12%,1,
161128,易标普信息科技人民币,YBPXXKJRMB,2019-02-21,1.3588,1.3588,-0.4469,0.1253,5.6117,4.2984,-5.5733,11.8170,30.9561,,9.4482,35.88,2016-12-13,1,10.6526,1.20%,0.12%,1,0.12%,1,
161127,易标普生物科技人民币,YBPSWKJRMB,2019-02-21,1.2325,1.2325,-1.8476,-1.7772,-0.1296,3.6673,-12.8667,-3.8836,15.0794,,13.1772,23.25,2016-12-13,1,-1.6988,1.20%,0.12%,1,0.12%,1,
161126,易方达标普医疗保健人民币,YFDBPYLBJRMB,2019-02-21,1.2473,1.2473,-1.4927,-0.7480,2.1456,2.1540,-1.4148,12.7248,17.6809,,8.1599,24.73,2016-11-28,1,14.2677,1.20%,0.12%,1,0.12%,1,
161125,易方达标普500指数人民币,YFDBP500ZSRMB,2019-02-21,1.1899,1.1899,-0.8251,0.2528,3.1109,1.4754,-3.3937,9.9621,15.5131,,8.0156,18.99,2016-12-02,1,10.4686,1.20%,0.12%,1,0.12%,1,
161124,易方达香港小型股指数A,YFDXGXXGZSA,2019-02-22,1.1102,1.1102,0.9456,2.8534,8.9820,5.5424,-0.7421,0.1263,5.0331,,10.2811,11.02,2016-11-02,1,-0.8117,1.20%,0.12%,1,0.12%,1,
161123,易方达重组分级,YFDCZFJ,2019-02-22,0.8791,,1.4658,4.3814,8.3436,2.9995,-3.4806,-25.0231,-38.8131,-39.0615,12.2302,-65.4891,2015-06-03,1,-25.9101,1.00%,0.10%,1,0.10%,1,
161122,易方达生物分级,YFDSWFJ,2019-02-22,0.8551,,1.8947,3.3604,9.7127,-5.1574,-8.4964,-10.8885,-14.1759,-12.9720,7.3707,-42.3747,2015-06-03,1,-11.9202,1.00%,0.10%,1,0.10%,1,
161121,易方达银行分级,YFDYHFJ,2019-02-22,0.92,,1.2770,2.7588,6.4567,3.7320,8.1081,-8.1935,9.0584,31.0487,9.8244,0.0819,2015-06-03,1,-8.9519,1.00%,0.10%,1,0.10%,1,
161120,易方达新综合债券C,YFDXZHZQC,2019-02-22,1.3297,1.3297,0.0075,-0.0376,0.2715,2.01,4.4048,8.0969,10.0381,11.9842,0.7043,32.97,2012-11-08,1,8.0888,0.00%,0.00%,,0.00%,0,33.5711
161119,易方达新综合债券A,YFDXZHZQA,2019-02-22,1.3516,1.3516,0.0148,-0.0222,0.2968,2.0229,4.5078,8.3621,10.7143,13.01,0.7454,35.16,2012-11-08,1,8.3460,0.80%,0.08%,1,0.08%,1,35.6211
161118,易方达中小板指数分级,YFDZXBZSFJ,2019-02-22,0.8230,,2.3250,6.2758,14.9763,8.7474,-1.0662,-20.0239,-11.7217,-12.0408,19.1201,18.8759,2012-09-20,1,-21.6759,1.20%,0.12%,1,0.12%,1,-2.7947
161116,易方达黄金主题,YFDHJZT,2019-02-21,0.7170,0.7170,-1.5110,0,2.1368,2.8694,3.6127,0.9859,-2.4490,2.7221,0.7022,-28.30,2011-05-06,1,3.8516,1.00%,0.10%,1,0.10%,1,3.3141
161115,易方达岁丰添利债券(LOF),YFDSFTLZQLOF,2019-02-22,1.3940,1.9780,0.2157,0.5772,1.6776,4.5762,5.6861,5.5261,6.3316,7.8127,3.2593,113.6466,2010-11-09,1,5.3747,0.80%,0.08%,1,0.08%,1,89.3592
161039,富国中证1000指数增强,FGZZ1000ZSZQ,2019-02-22,0.9764,0.9764,1.9845,5.7855,11.3468,6.3153,0.5458,,,,15.4956,-2.36,2018-05-31,1,-4.2,1.20%,0.12%,1,0.12%,1,
161038,富国新兴成长量化精选混合,FGXXCZLHJXHH,2019-02-22,0.8638,0.8638,2.0076,5.0341,11.1427,7.5716,2.2733,-14.1010,,,14.9741,-13.6286,2017-07-21,1,-15.4634,1.50%,0.15%,1,0.15%,1,
161037,富国中证高端制造指数增强型,FGZZGDZZZSZQX,2019-02-22,0.9248,0.9248,2.3575,6.1524,14.3988,9.1725,1.6822,-14.4338,,,18.4881,-7.52,2017-04-27,1,-16.3860,1.20%,0.12%,1,0.12%,1,
161036,富国中证娱乐主题指数增强型,FGZZYLZTZSZQX,2019-02-22,0.6123,0.6123,1.8294,4.7025,6.5796,0.6245,-1.4327,-25.1375,,,6.6539,-38.77,2017-03-13,1,-26.4335,1.20%,0.12%,1,0.12%,1,
161035,富国中证医药主题指数增强,FGZZYYZTZSZQ,2019-02-22,0.8620,0.8620,1.2926,2.1327,9.2522,-3.3632,-10.1147,-9.6436,-7.4114,,10.9395,-13.80,2016-11-11,1,-10.4822,1.20%,0.12%,1,0.12%,1,
161033,富国中证智能汽车(LOF),FGZZZNQCLOF,2019-02-22,0.8620,0.8620,4.1063,10.7969,19.3906,18.4066,10.7969,-8.9757,-10.7660,-13.80,23.4957,-13.80,2016-02-16,1,-13.6220,1.20%,0.12%,1,0.12%,1,
161032,富国中证煤炭指数分级,FGZZMTZSFJ,2019-02-22,0.8750,0.5710,0.9227,3.0625,4.54,0.0187,-4.3025,-24.0026,-20.6916,-6.0851,9.7866,-42.8969,2015-06-19,1,-24.0026,,0.00%,,,,
161031,富国中证工业4.0指数分级,FGZZGY40ZSFJ,2019-02-22,1.0820,0.4380,3.7392,7.2349,17.3536,14.7328,6.8151,-11.1224,-22.7603,-25.9425,23.7988,-56.9986,2015-06-15,1,-14.2437,1.20%,0.12%,1,0.12%,1,
161030,富国中证体育产业指数分级,FGZZTYCYZSFJ,2019-02-22,1.0330,0.4520,2.3786,5.1934,7.4923,0.5937,-1.4367,-15.7303,-44.2368,-47.6893,8.7369,-56.7250,2015-06-25,1,-17.0356,1.20%,0.12%,1,0.12%,1,
161029,富国中证银行指数分级,FGZZYHZSFJ,2019-02-22,0.9850,1.0710,1.4418,2.9258,6.7172,3.7690,8.2226,-8.3059,6.5983,27.3367,10.3023,7.5515,2015-04-30,1,-9.1437,1.20%,0.12%,1,0.12%,1,
161028,富国中证新能源汽车指数分级,FGZZXNYQCZSFJ,2019-02-22,0.96,0.6640,1.1591,2.6738,10.4718,6.6230,-0.7980,-25.6392,-27.5669,-25.8303,10.9826,-35.7958,2015-03-30,1,-26.1040,1.20%,0.12%,1,0.12%,1,
161027,富国中证全指证券公司指数分级,FGZZQZZQGSZSFJ,2019-02-22,1.49,0.5590,9.0776,17.1383,23.5488,21.8597,34.6227,9.3105,-10.2925,-3.5682,33.1544,-44.2922,2015-03-27,1,-0.5200,1.20%,0.12%,1,0.12%,1,
161026,富国中证国企改革指数分级,FGZZGQGGZSFJ,2019-02-22,0.7970,1.1540,2.3107,5.7029,11.0028,9.2732,3.2329,-12.3951,-7.8417,5.4653,14.8415,-9.9593,2014-12-17,1,-14.1538,1.20%,0.12%,1,0.12%,1,
161025,富国中证移动互联网指数分级,FGZZYDHLWZSFJ,2019-02-22,0.8340,1.3820,3.7313,7.4742,15.5125,10.3188,0.3953,-15.9937,-18.7478,-27.2987,17.7966,-20.8565,2014-09-02,1,-19.2169,1.20%,0.12%,1,0.12%,1,
161024,富国中证军工指数分级,FGZZJGZSFJ,2019-02-22,1.0990,1.5590,1.8536,5.4703,9.7903,5.6724,4.8666,-1.5868,-33.4569,-35.2026,15.5626,12.0277,2014-04-04,1,-2.4823,1.20%,0.12%,1,0.12%,1,
161022,富国创业板指数分级,FGCYBZSFJ,2019-02-22,0.9680,1.5390,2.8693,6.7255,15.1011,7.5234,1.0876,-11.4267,-23.9584,-34.1542,15.1044,-3.9844,2013-09-12,1,-14.1717,1.20%,0.12%,1,0.12%,1,-13.0939
161019,富国新天锋债券(LOF),FGXTFZQLOF,2019-02-22,1.0318,1.4323,0.2137,0.6617,1.8472,3.2593,5.2246,5.2246,7.1375,10.6069,2.5496,52.7448,2012-05-07,1,4.9185,0.80%,0.08%,1,0.08%,1,35.9814
161017,富国中证500,FGZZ500,2019-02-22,1.6510,1.8310,2.1658,5.2933,10.6569,5.3605,-1.3003,-14.4419,-13.6783,2.4979,14.3352,83.7788,2011-10-12,1,-15.9447,1.50%,0.15%,1,0.15%,1,61.7771
161015,富国天盈债券(LOF),FGTYZQLOF,2019-02-22,1.0030,1.66,0.1998,0.5010,1.2109,2.2426,4.1536,6.9296,9.7374,12.6966,1.9309,70.3588,2011-05-23,1,6.7164,,0.00%,,,,43.5605
161010,富国天丰强化债券(LOF),FGTFQHZQLOF,2019-02-22,1.0530,1.66,0.3813,1.0557,2.6316,2.8320,0.7656,1.9361,0.8123,1.0561,5.1948,85.18,2008-10-24,1,1.4521,0.80%,0.08%,1,0.08%,1,34.4041
161005,富国天惠成长混合A,FGTHCZHHA,2019-02-22,1.7137,4.5017,1.8968,4.0751,12.2928,7.3007,-3.3719,-14.1971,5.0614,13.6877,15.7827,869.2576,2005-11-16,1,-15.1134,1.50%,0.15%,1,0.15%,1,88.3328
160924,大成恒生指数,DCHSZS,2019-02-22,1.0260,1.0260,0.5882,2.60,5.3388,5.9917,0.8850,-2.7488,,,8.4567,2.60,2017-08-10,1,-3.4123,1.20%,0.12%,1,0.12%,1,
160923,大成海外中国机会混合,DCHWZGJHHH,2019-02-21,1.1230,1.1230,0.5372,0.1784,6.1437,6.3447,-1.5776,-0.7951,10.8588,,9.4542,12.30,2016-12-29,1,-6.9167,1.50%,0.15%,1,0.15%,1,
160922,大成恒生综合中小型股指数,DCHSZHZXXGZS,2019-02-22,1.0540,1.0540,1.2488,3.7402,9.4496,5.40,0.0950,-8.3478,0.4766,,11.8896,5.40,2016-12-02,1,-9.7391,1.20%,0.12%,1,0.12%,1,
160921,大成多策略混合(LOF),DCDCLHHLOF,2019-02-22,0.8320,0.8540,0.3619,1.2165,4.5227,1.5873,0.3619,-13.0617,-15.5925,,6.8035,-14.9172,2016-08-19,1,-12.9571,1.50%,0.15%,1,0.15%,1,
160919,大成产业升级股票,DCCYSJGP,2019-02-22,1.1120,3.0980,2.2999,6.4115,14.0513,15.8333,7.7519,-3.3884,-2.6270,-4.7130,17.2995,4.9941,2014-12-26,1,-5.6473,1.50%,0.15%,1,0.15%,1,
160918,大成中小盘混合(LOF),DCZXPHHLOF,2019-02-22,1.7730,4.8770,2.9019,6.4865,10.9512,8.1972,3.89,-1.7426,20.7823,11.0657,12.93,131.12,2014-04-10,1,-4.9015,1.50%,0.15%,1,0.15%,1,
160916,大成优选混合(LOF),DCYXHHLOF,2019-02-22,2.4920,1.9550,0.8091,2.7629,6.9069,2.2149,-1.1895,-9.6119,9.9250,27.4680,8.7735,149.20,2012-07-27,1,-10.0109,1.50%,0.15%,1,0.15%,1,122.50
160915,大成景丰债券(LOF),DCJFZQLOF,2019-02-22,1.1110,1.6460,0,0.0901,0.4521,1,1.8332,-0.8921,0.2708,-2.1145,0.9083,62.9267,2010-10-15,1,-0.8029,0.80%,0.08%,1,0.08%,1,55.1736
160910,大成创新成长混合,DCCXCZHH,2019-02-22,0.9430,2.3280,0.8556,1.5070,6.0743,6.7951,4.3142,-8.4466,13.8153,12.3797,9.5238,10.5816,2007-06-12,1,-8.6408,1.50%,0.15%,1,0.15%,1,51.4816
160814,长盛中证金融地产指数分级,CSZZJRDCZSFJ,2019-02-22,0.7750,,3.1957,6.7493,11.5108,8.1262,13.1589,-4.9411,9.5529,24.0003,16.7168,-12.9518,2015-06-16,1,-7.5169,1.20%,0.12%,1,0.12%,1,
160813,长盛同盛成长优选,CSTSCZYX,2019-02-22,0.7110,3.1290,1.4265,3.0435,7.0783,3.7956,-0.4202,-14.9522,-12.3305,-17.0362,9.3846,-28.90,2014-11-05,1,-15.9091,1.50%,0.15%,1,0.15%,1,
160812,长盛同益成长回报,CSTYCZHB,2019-02-22,1.3060,4.6210,0.6939,2.3511,5.3226,2.2709,-3.2593,-13.5672,-9.7443,-5.1561,7.8448,30.60,2014-04-04,1,-14.0304,1.50%,0.15%,1,0.15%,1,
160808,长盛同瑞200分级,CSTR200FJ,2019-02-22,0.8230,1.5960,2.4907,5.9202,12.4317,8.6821,2.7467,-14.4815,-16.9580,-12.5277,16.6162,-2.7125,2011-12-06,1,-16.5597,1.20%,0.12%,1,0.12%,1,-7.8383
160807,长盛沪深300,CSHS300,2019-02-22,1.1740,1.2240,2.0870,5.0089,10.9641,8.7037,5.5755,-11.1280,1.6450,13.6496,15.0980,23.5273,2010-08-04,1,-12.7177,1.20%,0.12%,1,0.12%,1,54.0682
160806,长盛同庆中证800(LOF),CSTQZZ800LOF,2019-02-22,1.28,1.1770,2.0734,5.0042,10.5355,8.1995,5.1767,-10.4895,-1.1583,9.1220,15.1080,19.8778,2009-05-12,1,-12.0979,1.20%,0.12%,1,0.12%,1,46.4867
160805,长盛同智优势,CSTZYS,2019-02-22,0.6941,2.2743,1.3433,2.7688,7.3628,3.4735,-2.5140,-16.3231,-18.7902,-25.5656,9.9478,25.4591,2007-01-05,1,-17.0705,1.50%,0.15%,1,0.15%,1,-1.0857
160723,嘉实原油(QDII-LOF),JSYYQDIILOF,2019-02-21,1.1342,1.1342,-0.5960,3.1935,5.0964,0.6032,-12.3290,6.5777,,,18.3060,13.42,2017-04-20,1,3.3421,1.20%,0.12%,1,0.12%,1,
160722,嘉实惠泽混合(LOF),JSHZHHLOF,2019-02-22,0.9885,1.0129,1.3119,3.1192,7.7385,6.2218,4.5147,-3.3913,0.6756,,10.7315,1.1991,2016-09-29,1,-4.6423,1.50%,0.15%,1,0.15%,1,
160721,嘉实中证企业债指数C,JSZZQYZZSC,2019-02-22,1.1372,1.2411,-0.0439,-0.0176,0.2027,2.1285,3.6079,6.4695,6.1916,5.1392,1.1744,24.4427,2013-02-05,1,6.4882,0.00%,0.00%,,0.00%,0,25.2947
160720,嘉实中证企业债指数A,JSZZQYZZSA,2019-02-22,1.1333,1.2417,-0.0441,-0.0088,0.2122,2.1819,3.7916,6.7741,6.7701,5.7581,1.2056,24.5619,2013-02-05,1,6.7929,0.50%,0.05%,1,0.05%,1,24.9618
160719,嘉实黄金,JSHJ,2019-02-21,0.7230,0.7230,-1.6327,0.2774,2.4079,3.8793,7.9104,2.4079,0.9777,4.9347,1.1189,-27.70,2011-08-04,1,5.3009,0.80%,0.08%,1,0.08%,1,1.2605
160718,嘉实多利分级债券,JSDLFJZQ,2019-02-22,0.9860,1.3255,0.2644,0.5301,1.9543,2.2079,2.5587,-0.1094,4.3266,7.7409,2.6762,38.3754,2011-03-23,1,-0.3119,0.80%,0.08%,1,0.08%,1,34.4667
160717,嘉实恒生中国企业,JSHSZGQY,2019-02-22,0.8429,0.8429,1.0066,3.7160,6.3462,5.0866,3.8182,-1.8743,5.9319,42.5503,9.9530,-15.71,2010-09-30,1,-2.9919,1.50%,0.15%,1,0.15%,1,20.8112
160716,嘉实基本面50指数(LOF)A,JSJBM50ZSLOFA,2019-02-22,1.4916,1.4916,1.1323,3.0466,6.6266,5.0423,5.9751,-8.0111,15.9245,46.5514,10.0162,49.16,2009-12-30,1,-8.4921,1.20%,0.12%,1,0.12%,1,147.6096
160706,嘉实沪深300ETF联接A,JSHS300ETFLJA,2019-02-22,1.0106,2.9019,2.1118,5.1175,11.2505,8.8422,6.0663,-11.0544,3.9365,18.0988,15.7883,294.5120,2005-08-29,1,-12.6738,1.50%,0.15%,1,0.15%,1,65.7067
160644,鹏华港美互联股票,PHGMHLGP,2019-02-21,0.8132,0.8132,-0.1473,-0.0614,3.9765,4.4707,-10.1238,-13.9107,,,10.2495,-18.68,2017-11-16,1,-15.4748,1.50%,0.15%,1,0.15%,1,
160643,鹏华中证空天一体(LOF),PHZZKTYTLOF,2019-02-22,0.7948,0.7948,1.6758,5.4111,10.7119,6.5988,5.0351,1.7279,,,18.0805,-20.5279,2017-06-13,1,0.7167,1.20%,0.12%,1,0.12%,1,
160640,鹏华新能源分级,PHXNYFJ,2019-02-22,1.1050,0.4440,2.1257,4.8388,12.6402,12.4111,12.4111,-14.7493,-19.3406,-12.1107,17.1793,-56.2387,2015-05-29,1,-16.0610,1.20%,0.12%,1,0.12%,1,
160639,鹏华高铁分级,PHGTFJ,2019-02-22,0.8750,0.3660,1.5081,3.6729,3.7961,1.6260,2.6307,-12.9650,-30.1458,-24.6760,5.8040,-64.0932,2015-05-27,1,-13.9598,1.20%,0.12%,1,0.12%,1,
160638,鹏华一带一路分级,PHYDYLFJ,2019-02-22,1.0650,0.4790,1.7192,4.0039,8.4522,7.9026,4.4118,-8.3910,-17.3674,-0.6963,12.1051,-52.3689,2015-05-18,1,-9.5092,1.20%,0.12%,1,0.12%,1,
160637,鹏华创业板分级,PHCYBFJ,2019-02-22,0.9960,0.44,2.8926,6.8669,15.4114,7.5823,0.6694,-12.4238,-25.5677,-34.5158,15.5454,-57.2155,2015-06-09,1,-14.9738,1.20%,0.12%,1,0.12%,1,
160636,鹏华互联网分级,PHHLWFJ,2019-02-22,0.8580,0.5640,3.8741,7.7889,16.1028,11.1398,3.1871,-11.6569,-12.1630,-16.9444,18.8365,-43.9183,2015-06-16,1,-15.2606,1.20%,0.12%,1,0.12%,1,
160635,鹏华中证医药卫生(LOF),PHZZYYWSLOF,2019-02-22,0.8970,0.8150,1.2415,2.5143,9.3902,-4.1667,-11.1001,-14.7339,-9.4854,-5.3605,8.8592,-18.6863,2015-08-17,1,-15.4943,1.20%,0.12%,1,0.12%,1,
160634,鹏华环保分级,PHHBFJ,2019-02-22,0.7510,0.5510,1.7615,4.3054,9.7952,6.0733,-1.4829,-22.1349,-28.9915,-20.3320,12.2571,-45.7347,2015-06-16,1,-22.7569,1.20%,0.12%,1,0.12%,1,
